Zaman			Deger
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            24.59
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            28.81
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            24.59
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:48 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            28.81
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            28.81
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            28.81
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            24.59
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            28.81
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            24.59
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            24.59
5.06.2023 03:43:49 :            28.81
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            24.59
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:49 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            24.59
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            24.59
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            28.81
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            28.81
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            24.59
5.06.2023 03:43:50 :            22.60
5.06.2023 03:43:50 :            28.81
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            24.59
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            24.59
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            24.59
5.06.2023 03:43:50 :            28.81
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            24.59
5.06.2023 03:43:50 :            26.66
5.06.2023 03:43:50 :            24.59
5.06.2023 03:43:51 :            24.59
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            24.59
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            24.59
5.06.2023 03:43:51 :            28.81
5.06.2023 03:43:51 :            24.59
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            24.59
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:51 :            26.66
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            26.66
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:52 :            24.59
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:53 :            26.66
5.06.2023 03:43:53 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            22.60
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:54 :            24.59
5.06.2023 03:43:54 :            26.66
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            26.66
5.06.2023 03:43:55 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            28.81
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:56 :            24.59
5.06.2023 03:43:56 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            22.60
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:57 :            24.59
5.06.2023 03:43:57 :            26.66
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            26.66
5.06.2023 03:43:58 :            26.66
5.06.2023 03:43:58 :            26.66
5.06.2023 03:43:58 :            26.66
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            26.66
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            26.66
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            26.66
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            22.60
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:58 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            24.59
5.06.2023 03:43:59 :            26.66
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            26.66
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:00 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            22.60
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            22.60
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            26.66
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:01 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:02 :            26.66
5.06.2023 03:44:02 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            22.60
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:03 :            26.66
5.06.2023 03:44:03 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            22.60
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            24.59
5.06.2023 03:44:04 :            26.66
5.06.2023 03:44:04 :            22.60
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:05 :            26.66
5.06.2023 03:44:05 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            22.60
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            22.60
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            28.81
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            26.66
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:06 :            24.59
5.06.2023 03:44:07 :            26.66
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            26.66
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            26.66
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            26.66
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            26.66
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            26.66
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            26.66
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:07 :            26.66
5.06.2023 03:44:07 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
5.06.2023 03:44:08 :            26.66
5.06.2023 03:44:08 :            24.59
